t MA
5.714502540501995e-14 4.29168181134317e-10
5.715073990756045e-10 4.2921109393256595e-06
6.2860099395776e-09 4.720892597086009e-05
3.4350435535920594e-08 0.00025797712641155836
1.0350645120402477e-07 0.0007773491468633907
2.394646913920605e-07 0.0017984141551355723
4.862601710573395e-07 0.003651876210799318
9.214709333057032e-07 0.006920340158305146
1.6790487038945004e-06 0.012609747775499816
2.9647881468544965e-06 0.02226548680751472
4.250527589814493e-06 0.03192102225874914
6.457635699806233e-06 0.04849529804253792
8.664743809797971e-06 0.06506897360162542
1.0871851919789712e-05 0.08164204873440836
1.4669775316242464e-05 0.11015907788126507
2.1819785878665945e-05 0.1638407077373603
2.8969796441089423e-05 0.2175160238061525
3.611980700351291e-05 0.2711850193242277
4.326981756593639e-05 0.3248476875395099
5.041982812835986e-05 0.37850402170242
5.756983869078334e-05 0.43215401506433454
6.471984925320682e-05 0.48579766087821685
7.18698598156303e-05 0.5394349523993061
7.901987037805378e-05 0.5930658828854446
8.616988094047726e-05 0.6466904455971662
9.331989150290075e-05 0.7003086337976967
0.00010046990206532419 0.7539204407529405
0.00011161057127707814 0.8374420464344078
0.0001227512404888321 0.9209481180687692
0.00013389190970058604 1.004438630220391
0.00014503257891233998 1.0879135574703878
0.00015617324812409393 1.1713728744161584
0.00016731391733584787 1.2548165556708748
0.0001784545865476018 1.3382445758634491
0.0001970457076400773 1.4774311106560751
0.0002156368287325528 1.6165738447363882
0.00023422794982502833 1.7556726605009576
0.0002528190709175038 1.8947274404719454
0.0002714101920099793 2.033738067297445
0.00029000131310245484 2.1727044237517927
0.0003247187935580315 2.432094413051495
0.0003594362740136082 2.69132885008551
0.00039415375446918494 2.9504069750235944
0.00042887123492476166 3.209328029599789
0.0004635887153803384 3.4680912571221136
0.0005497137356864849 4.109329112531863
0.0006358387559926316 4.749579561371166
0.000721963776298778 5.388831179208832
0.0008080887966049246 6.027072603582446
0.0008942138169110713 6.664292534894185
0.0009803388372172175 7.300479737208035
0.0010664638575233645 7.935623039029442
0.0011525888778295107 8.569711334097063
0.0012387138981356574 9.20273358217776
0.0013800496571175164 10.239217891425525
0.0015213854160993758 11.27275364965864
0.001662721175081235 12.303293254541252
0.001804056934063094 13.330789611697396
0.0019453926930449528 14.35519614388414
0.002086728452026813 15.376466798755317
0.002228064211008672 16.394556056299297
0.002369399969990532 17.409418936681067
0.002510735728972391 18.421011008179573
0.002741026514814936 20.06216693230713
0.002971317300657481 21.694336297147963
0.0032016080865000266 23.31733655629511
0.003431898872342572 24.930989280588694
0.0036621896581851172 26.535120226777924
0.0038924804440276634 28.129559402599163
0.004122771229870208 29.714141127551617
0.004353062015712754 31.288704088663394
0.004583352801555298 32.85309139136074
0.004813643587397843 34.40715060586148
0.005043934373240388 35.950733809227074
0.005274225159082933 37.48369762293609
0.005504515944925478 39.00590324587834
0.005734806730768023 40.51721648282715
0.005965097516610568 42.01750776850512
0.006195388302453113 43.50665218730907
0.006425679088295657 44.98452948871891
0.006655969874138202 46.451024098427034
0.006886260659980747 47.906025125258076
0.007116551445823292 49.349426363962415
0.007346842231665838 50.78112629396113
0.007577133017508382 52.201028074117005
0.0078074238033509265 53.60903953361234
0.00803771458919347 55.00507315902272
0.008268005375036016 56.389046077681996
0.008498296160878561 57.76088003743487
0.008728586946721106 59.12050138287565
0.008958877732563651 60.467841028175144
0.009189168518406196 61.802834426601166
0.00941945930424874 63.12542153684113
0.009649750090091284 64.43554678623669
0.00988004087593383 65.7331590310422
0.010110331661776377 67.01821151382094
0.01034062244761892 68.29066181809375
0.010570913233461465 69.55047182035649
0.01080120401930401 70.79760763958356
0.011031494805146556 72.03203958433475
0.0112617855909891 73.25374209758367
0.011612792831962057 75.09131594646003
0.011963800072935014 76.89921024467981
0.012314807313907971 78.67738799159187
0.012665814554880929 80.42583283118286
0.013016821795853886 82.14454849960329
0.013367829036826843 83.83355825835979
0.0137188362777998 85.49290431371873
0.014069843518772758 87.12264722169488
0.014420850759745715 88.72286528042503
0.014771858000718672 90.29365391320721
0.015122865241691631 91.83512504481752
0.015473872482664587 93.34740647260358
0.01600486558871885 95.57998388842519
0.016535858694773118 97.74665040262082
0.017066851800827385 99.84803547147001
0.01759784490688165 101.88483499449893
0.018526481806552468 105.29399114231572
0.01911845936879984 107.3673738383187
0.0197104369310472 109.36449055892925
0.020302414493294563 111.28666048032193
0.020894392055541926 113.13526174557856
0.02148636961778929 114.91172407252968
0.022078347180036654 116.61752170963244
0.022670324742284014 118.25416671302405
0.02326230230453138 119.82320253966243
0.023854279866778745 121.32619797662733
0.02444625742902611 122.76474142566747
0.025038234991273476 124.14043554517184
0.02563021255352084 125.45489224172172
0.0262221901157682 126.70972800470007
0.026814167678015564 127.9065595805052
0.027406145240262927 129.0469999813892
0.02799812280251029 130.132654819868
0.02859010036475765 131.16511895708442
0.02918207792700502 132.14597345313456
0.029774055489252382 133.0767828074429
0.030366033051499743 133.95909247666262
0.030958010613747113 134.79442665566705
0.03154998817599447 135.58428631253605
0.03214196573824184 136.33014745509772
0.032733943300489204 137.03345962040564
0.03332592086273657 137.69564457460538
0.03391789842498394 138.31809520811285
0.034509875987231306 138.9021746116293
0.035101853549478666 139.44921532028349
0.03569383111172604 139.96051871401573
0.036285808673973415 140.43735456222498
0.036877786236220775 140.88096070073308
0.037469763798468135 141.29254282970476
0.03806174136071551 141.67327442194974
0.03865371892296288 142.0242967316456
0.03924569648521024 142.3467188939701
0.03983767404745761 142.64161810659323
0.04042965160970498 142.9100398845329
0.041021629171952345 143.15299838045507
